ID (Unique record ID),"Species (Dominant tree species, Latin ...)","Spec code (Tree species code, see ""Speci...)","Trees comp (Tree species composition, e.g...)",Comm (Structure of age),Origin,Site ind (Site index code (from 0 to 12...),Standage,Trees canopy h [m] (Average height of the stand -...),DBH [cm] (Average),Trees [#/ha],Stocking rel (Ratio of basal area of a plot...),Tree BA [m**2/ha] (total cross-sectional area of...),Trees grow stock vol [m**3/ha] (Volume of stems of all living...),Stemoverbark,Biom live dm [t/ha] (Bark of stem),Biom live dm [t/ha] (Branches over bark),Foliage,Stumproots,Biom live dm [t/ha] (Roots with the diameter less ...),Biom live dm [t/ha] (Roots with the diameter less ...),Biom live dm [t/ha] (Roots with the diameter less ...),Biom live dm [t/ha] (Roots with the diameter less ...),Biom live dm [t/ha] (Above-ground live biomass of ...),Biom live dm [t/ha] (Above-ground live biomass of ...),Biom live dm [t/ha] (Above-ground live biomass of ...),Biom live dm [t/ha] (Total live biomass of understory),Biom live dm [t/ha] (Above-ground live biomass of ...),Biom live dm [t/ha] (Total live biomass of green f...),Biom dm [t/ha] (Snags),Biom dm [t/ha] (Logs),Biom dm [t/ha] (Coarse woody debris),Biom dm [t/ha] (Dead branches of living trees),Biom dm [t/ha] (Dead roots),Biom dm [t/ha] (Litter),Country (Country code (ISO ALPHA-3)),Latitude,Longitude,Altitude [m],Date (Year of measurements),Trees (Number of trees selected for ...),LAI,"Ecoregion (Code of ecoregion (Olson, 200...)",Reference
9586,"Betula pendula, B. pubescens",124,100-Bi,,Natural,5,11,6.2,4.8,9200,1.92,,61,37.4,8.84,6.44,3.68,17.1,,,,,,,,,,,,,,,,,UKR,50.67,26.5,,1971,,,80412,"Polyakov, 1973"
9583,"Betula pendula, B. pubescens",124,100-Bi,,Natural,5,11,6.4,4.8,9200,1.85,,62,37.9,8.28,4.42,3.04,17.2,,,,,,,,,,,,,,,,,UKR,50.67,26.5,,1971,,,80412,"Polyakov, 1973"
9584,"Betula pendula, B. pubescens",124,100-Bi,,Natural,3,11,6.6,4.8,9200,1.81,,64,39.2,7.37,4.42,2.67,15.3,,,,,,,,,,,,,,,,,UKR,50.67,26.5,,1971,,,80412,"Polyakov, 1973"
9585,"Betula pendula, B. pubescens",124,100-Bi,,Natural,4,11,6.4,4.8,9200,,,87,52.8,8.38,6.26,3.68,23.6,,,,,,,,,,,,,,,,,UKR,50.67,26.5,,1971,,,80412,"Polyakov, 1973"
9582,"Betula pendula, B. pubescens",124,100-Bi,,Natural,2,11,7.7,6.2,9200,2,,96,58.6,12,6.9,3.5,24.7,,,,,,,,,,,,,,,,,UKR,50.67,26.5,,1971,,,80412,"Polyakov, 1973"
8904,"Betula pendula, B. pubescens",124,100-Bi,,Natural,7,12,3.7,2.6,27600,1.24,,21,10.4,2.1,1.64,1.49,3.19,,,,,,,,,,,,,,,,,RUS,61.5,34.52,,1976,,,80608,"Kazimirov et al., 1978"
5138,"Betula pendula, B. pubescens",124,100-Bi,,Natural,6,15,5.1,4,6900,1.76,,46,24.2,,2.5,1.2,3,,,,,,,,,,,,,,,,,GBR,52.48,-0.25,50,1957,,,80421,"Ovington, Madgwick, 1959 a,b"
5760,"Betula pendula, B. pubescens",124,100-Bi,,Natural,7,16,7.6,5.3,7120,1.32,,68,33,8.43,9.4,3.42,22.7,,,,,,,,,,,,,,,,,KAZ,53.2,64,,1996,,,80810,"Usoltsev, 1998"
8997,"Betula pendula, B. pubescens",124,100-Bi,,Natural,8,17,5.6,3.4,16144,1.33,,44,21.7,,5,3.73,18.4,,,,,,,,,,,,,,,,,RUS,60,40,,1960,,,80608,"Parshevnikov, 1962"
2502,"Betula pendula, B. pubescens",124,100-Bi,,Natural,7,18,7.4,4,12950,1.78,,88,51.22,8.712,5.192,5.016,19.976,,,,,,,,,,,,,,,,,RUS,58.1,38.7,,1980,,,80436,"Il'yushenko, 1968, 1970, 1982"
4230,"Betula pendula, B. pubescens",124,100-Bi,,Natural,4,20,11.2,7.8,4448,1.08,,93,45.69,,11.29,3.79,12.03,,2.73,,,,,,,5.908,,,,,,,,RUS,55.4,36.4,,1956,1,,80436,"Smirnova, Gorodentseva, 1958"
5139,"Betula pendula, B. pubescens",124,100-Bi,,Natural,6,20,7,5.4,5500,1.52,,66,34.8,,4.2,1.2,5.9,,,,,,,,,,,,,,,,,GBR,52.48,-0.25,50,1957,,,80421,"Ovington, Madgwick, 1959 a,b"
8978,Betula kusmisscheffii,124,100-Bi,,Natural,11,20,3.8,5,12080,1.83,,32,15.9,,18.5,2.39,15.6,,,,,,,,,,,,,,,,,RUS,67.67,34,500,1969,,,80608,"Chepurko, 1971, 1972"
5147,"Betula pendula, B. pubescens",124,100-Bi,,Natural,6,24,9.1,6,4990,1.49,,98,48,,11.8,2.4,16.9,,,,,,,,,,,,,,,,,GBR,52.48,-0.25,50,1957,,,80421,"Ovington, Madgwick, 1959 a,b"
5140,"Betula pendula, B. pubescens",124,100-Bi,,Natural,6,25,8.6,7,4000,1.46,,88,46.5,,6.3,1.5,9.8,,,,,,,,,,,,,,,,,GBR,52.48,-0.25,50,1957,,,80421,"Ovington, Madgwick, 1959 a,b"
8958,"Betula pendula, B. pubescens",124,100-Bi,,Natural,5,25,12.1,9.7,4465,1.17,,114,55,8.91,6.81,4.45,6.03,,,,,,,,,,,,,,,,,RUS,55.83,39,,1972,,,80436,"Molchanov, 1974"
3264,"Betula pendula, B. pubescens",124,100-Bi,,Natural,7,25,7.8,4.4,10170,1.6,,86,46.4,14.6,5.7,2.1,9,,,,,,,,,,,,,,,,,RUS,56.13,92.19,,1998,,,80817,"Vedrova et al., 2000"
1258,"Betula pendula, B. pubescens",124,100-Bi,,Natural,4,27,16.2,10.2,2650,1.22,,193,104.8,,9.7,3.7,26.5,,,,,,,,,,,,,,,,,RUS,58.06,38.42,,1975,,,80436,"Il'yushenko, 1982"
2520,"Betula pendula, B. pubescens",124,100-Bi,,Natural,4,27,15.6,11.3,3824,1.1,,170,92.3,,8.67,3.74,25.33,,,,,,,,,,,,,,,,,RUS,58.1,38.7,,1980,,,80436,"Il'yushenko, 1982"
9017,"Betula pendula, B. pubescens",124,100-Bi,,Natural,5,28,13,10,2250,0.88,,97,54.4,,13,2.89,15.4,,,,,,,,,,,,,,,,,RUS,59.5,44,,1995,,,80608,"Utkin et al., 1997"
2517,"Betula pendula, B. pubescens",124,100-Bi,,Natural,4,30,18.2,9.8,1920,0.93,,178,96.7,,9.256,3.916,21.004,,,,,,,,,,,,,,,,,RUS,58.1,38.7,,1980,,,80436,"Il'yushenko, 1982"
2532,"Betula pendula, B. pubescens",124,100-Bi,,Natural,4,30,22.2,15,2595,0.96,,255,138.4,,12.495,4.335,29.07,,,,,,,,,,,,,,,,,RUS,58.1,38.7,,1980,,,80436,"Il'yushenko, 1982"
9018,"Betula pendula, B. pubescens",124,100-Bi,,Natural,5,30,15,10,2830,1,,139,68.1,,16.4,3.56,20.2,,,,,,,,,,,,,,,,,RUS,59.5,44,,1995,,,80608,"Utkin et al., 1997"
5141,"Betula pendula, B. pubescens",124,100-Bi,,Natural,6,30,10.3,8.6,2850,1.43,,115,60.7,,8.8,1.4,15,,,,,,,,,,,,,,,,,GBR,52.48,-0.25,50,1957,,,80421,"Ovington, Madgwick, 1959 a,b"
2503,"Betula pendula, B. pubescens",124,100-Bi,,Natural,6,31,12.1,6.8,5550,1.82,,188,105.09,11.844,9.212,3.76,30.832,,,,,,,,,,,,,,,,,RUS,58.1,38.7,,1980,,,80436,"Il'yushenko, 1968, 1970, 1982"
2720,"Betula pendula, B. pubescens",124,100-Bi,,Natural,6,32,15,14,2900,2,,305,147.7,,14.77,4.2,44.33,,,,,,,,,,,,,,,,,RUS,56.25,76.35,,1963,,,80444,"Rodin, Bazilevich , 1967; Bazilevich, 1965"
2505,"Betula pendula, B. pubescens",124,100-Bi,,Natural,6,33,12,8,4760,1.09,,111,52.26,5.328,4.218,1.998,18.87,,,,,,,,,,,,,,,,,RUS,58.1,38.7,,1980,,,80436,"Il'yushenko, 1968, 1970, 1982"
6483,Betula ermanii,124,100-Bi,,Natural,7,35,12,20,600,1.58,,164,73.2,,17.8,1.95,36.3,,,,,,,,,,,,,,,,,CHN,42.75,128.27,1800,1979,,,80414,"Li et al., 1981"
5142,"Betula pendula, B. pubescens",124,100-Bi,,Natural,7,35,12,10.9,2050,1.4,,145,76.6,,11.6,1.4,21.4,,,,,,,,,,,,,,,,,GBR,52.48,-0.25,50,1957,,,80421,"Ovington, Madgwick, 1959 a,b"
8948,"Betula pendula, B. pubescens",124,100-Bi,,Natural,7,35,12,10,3196,0.41,,40,19,,1.7,0.42,5.67,,,,,,,,,,,,,,,,,RUS,58,33,,1978,,,80436,"Lazukova, Shuytsev, 1980"
8902,"Betula pendula, B. pubescens",124,100-Bi,,Natural,9,37,10,7.8,3930,1.1,,83,44.1,4.36,5.89,3.51,12.1,,,,,,,,,,,,,,,,,RUS,61.5,34.52,,1976,,,80608,"Kazimirov et al., 1978"
2519,"Betula pendula, B. pubescens",124,100-Bi,,Natural,4,38,23.7,15.7,1784,0.85,,252,136.8,,12.348,4.536,29.232,,,,,,,,,,,,,,,,,RUS,58.1,38.7,,1980,,,80436,"Il'yushenko, 1982"
8998,"Betula pendula, B. pubescens",124,100-Bi,,Natural,9,38,11.2,8.4,3118,2,,197,98.7,,8.1,4.3,30.6,,,,,,,,,,,,,,,,,RUS,60,40,,1960,,,80608,"Parshevnikov, 1962"
2507,"Betula pendula, B. pubescens",124,100-Bi,,Natural,4,38,19.8,12.8,3935,1.21,,266,147.5,10.108,11.97,3.99,40.964,,,,,,,,,,,,,,,,,RUS,58.1,38.7,,1980,,,80436,"Il'yushenko, 1968, 1970, 1982"
3219,"Betula pendula, B. pubescens",124,100-Bi,,Natural,11,40,4,7,376,0.95,,18,8.6,,2.16,1.05,20,,,,,,,,,,,,,,,,,RUS,66.1,67,,1969,,,80611,"Diakonov, Reteyum, 1971"
4947,"Betula pendula, B. pubescens",124,100-Bi,,Natural,3,40,22.4,20.6,1010,0.94,,253,133,,17.1,3.34,22.9,,,,,,,,,,,,,,,,,BLR,53.83,28,,1980,,,80436,"Sidorovich, Bus'ko, 1982; Bus'ko, 1986"
9697,"Betula pendula, B. pubescens",124,100-Bi,,Natural,4,40,20,15,1012,0.69,,155,78.5,11.4,8.6,2.9,24.1,,,,,,,,,,,,,,,,,FIN,61.62,24.15,160,1975,,,80608,"M盲lk枚nen, 1974"
8967,"Betula pendula, B. pubescens",124,100-Bi,,Natural,5,40,19.4,15.8,1320,1.85,,397,190.7,,12.7,3.26,40.9,,,,,,,,,,,,,,,,,RUS,55.67,36.67,,1956,,,80436,"Smirnova, Gorodentseva, 1958"
4231,Betula pendula,124,100-Bi,,Natural,5,40,19.4,15.8,1320,1.86,,397,190.74,9.29,12.66,3.26,23.76,,4.28,,,,,,,2.343,,,,,,,,RUS,55.4,36.4,,1956,1,,80436,"Smirnova, Gorodentseva, 1958"
23,"Betula pendula, B. pubescens",124,100-Bi,even-aged,Natural,8,40,12,13,1356,1,,102,61,8.8,4.2,3,13.2,,,,,,,,,2.22,,,,,,,10.6,RUS,53,93,,1967,3月5日,,80519,"Pozdnyakov et al., 1969"
5143,"Betula pendula, B. pubescens",124,100-Bi,,Natural,7,40,13.5,13.1,1400,1.41,,175,92.4,,14.7,1.3,29,,,,,,,,,,,,,,,,,GBR,52.48,-0.25,50,1957,,,80421,"Ovington, Madgwick, 1959 a,b"
8932,"Betula pendula, B. pubescens",124,100-Bi,,Natural,4,40,21.5,13,1980,1.15,,291,143.8,,14.4,3.5,34.7,,,,,,,,,,,,,,,,,RUS,57.7,38.57,,1975,,,80608,"Molchanov, 1977; Molchanov et al., 1982"
2527,"Betula pendula, B. pubescens",124,100-Bi,,Natural,5,40,19.5,15,3030,1.07,,235,128,,11.515,4.465,28.67,,,,,,,,,,,,,,,,,RUS,58.1,38.7,,1980,,,80436,"Il'yushenko, 1982"
8903,"Betula pendula, B. pubescens",124,100-Bi,,Natural,9,40,9.4,6.8,3440,1.17,,75,39.8,3.93,5.4,3.25,11.3,,,,,,,,,,,,,,,,,RUS,61.5,34.52,,1976,,,80608,"Kazimirov et al., 1978"
5151,"Betula pendula, B. pubescens",124,100-Bi,,Natural,7,42,13,14,1340,1.02,,119,58.5,,9.1,1.1,25.8,,,,,,,,,,,,,,,,,GBR,52.48,-0.25,50,1957,,,80421,"Ovington, Madgwick, 1959 a,b"
5768,"Betula pendula, B. pubescens",124,100-Bi,,Natural,9,44,12.2,11,1620,1,,100,51,10.4,9.2,1.87,33.3,,,,,,,,,,,,,,,,,KAZ,53.2,64,,1996,,,80810,"Usoltsev, 1998"
5144,"Betula pendula, B. pubescens",124,100-Bi,,Natural,7,45,15.4,15.5,1050,1.39,,210,110.9,,18.2,1.4,38.1,,,,,,,,,,,,,,,,,GBR,52.48,-0.25,50,1957,,,80421,"Ovington, Madgwick, 1959 a,b"
8968,"Betula pendula, B. pubescens",124,100-Bi,,Natural,7,45,15,12,1680,1.05,,152,113.4,,14.2,2.89,16.4,,,,,,,,,,,,,,,,,RUS,49,44,,1995,,,80814,"Utkin et al., 1997"
6482,Betula platyphylla,124,100-Bi,,Natural,9,46,10.6,12.3,513,0.39,,32,15.4,2.65,2.86,0.37,7.9,,,,,,,,,,,,,,,,,CHN,37.17,100.65,2860,1991,,,81002,"Zhu et al., 1993"
8959,"Betula pendula, B. pubescens",124,100-Bi,,Natural,5,46,18.8,16.5,1397,1.16,,234,95,9.04,12.5,2.52,18.3,,,,,,,,,,,,,,,,,RUS,55.83,39,,1972,,,80436,"Molchanov, 1974"
2514,"Betula pendula, B. pubescens",124,100-Bi,,Natural,5,48,25.2,22.2,792,0.75,,244,132,,11.956,4.392,29.036,,,,,,,,,,,,,,,,,RUS,58.1,38.7,,1980,,,80436,"Il'yushenko, 1982"
3256,"Betula pendula, B. pubescens",124,100-Bi,,Natural,6,50,19,20.2,374,0.54,,108,49.8,,7.91,1.21,28,,,,,,,,,,,,,,,,,RUS,53,93,,1971,,,80519,"Gribov, 1973; 1997"
5145,"Betula pendula, B. pubescens",124,100-Bi,,Natural,7,50,17.2,18.5,900,1.39,,248,130.9,,24,1.5,48.5,,,,,,,,,,,,,,,,,GBR,52.48,-0.25,50,1957,,,80421,"Ovington, Madgwick, 1959 a,b"
2504,"Betula pendula, B. pubescens",124,100-Bi,,Natural,5,50,21.2,13.7,1575,1.22,,300,169.52,14.7,14.7,3.3,27,,,,,,,,,,,,,,,,,RUS,58.1,38.7,,1980,,,80436,"Il'yushenko, 1968, 1970, 1982"
8931,"Betula pendula, B. pubescens",124,100-Bi,,Natural,8,50,12.5,10,2356,0.86,,93,50.5,,5.208,2.976,18.786,,,,,,,,,,,,,,,,,RUS,58.1,38.7,,1980,,,80436,"Il'yushenko, 1982"
8960,"Betula pendula, B. pubescens",124,100-Bi,,Natural,6,52,20.9,18.5,1153,1.06,,259,98.8,15,21.5,4.26,20.3,,,,,,,,,,,,,,,,,RUS,55.83,39,,1972,,,80436,"Molchanov, 1974"
2534,"Betula pendula, B. pubescens",124,100-Bi,,Natural,5,52,25.5,21.4,1212,1.04,,347,188,,16.309,3.817,32.965,,,,,,,,,,,,,,,,,RUS,58.1,38.7,,1980,,,80436,"Il'yushenko, 1982"
5155,"Betula pendula, B. pubescens",124,100-Bi,,Natural,7,55,19,20,880,0.9,,186,98.2,,39.1,1.6,55.4,,,,,,,,,,,,,,,,,GBR,52.48,-0.25,50,1957,,,80421,"Ovington, Madgwick, 1959 a,b"
5154,"Betula pendula, B. pubescens",124,100-Bi,,Natural,7,55,17.6,19,880,1.48,,274,134.5,,27,2.5,49.8,,,,,,,,,,,,,,,,,GBR,52.48,-0.25,50,1957,,,80421,"Ovington, Madgwick, 1959 a,b"
8905,"Betula pendula, B. pubescens",124,100-Bi,,Natural,8,56,16.3,14.5,2297,1.15,,190,99.2,10.3,12.8,6.51,24.9,,,,,,,,,,,,,,,,,RUS,61.5,34.52,,1976,,,80608,"Kazimirov et al., 1978"
9079,"Betula pendula, B. pubescens",124,100-Bi,,Natural,5,60,23.6,18,2386,0.7,,200,100.4,13.9,9.53,4.21,33.5,,,,,,,,,,,,,,,,,RUS,57,93,,2005,,,80611,"Koshurnikova, 2007"
9080,"Betula pendula, B. pubescens",124,100-Bi,,Natural,5,65,25,20,2419,0.94,,294,146.5,21.2,12.63,8.02,47.9,,,,,,,,,,,,,,,,,RUS,57,93,,2005,,,80611,"Koshurnikova, 2007"
8906,"Betula pendula, B. pubescens",124,100-Bi,,Natural,7,67,17.5,16.3,1870,1.25,,229,119.4,11.6,15.2,7.71,29.1,,,,,,,,,,,,,,,,,RUS,61.5,34.52,,1976,,,80608,"Kazimirov et al., 1978"
8962,"Betula pendula, B. pubescens",124,100-Bi,,Natural,6,70,23.7,21.7,833,1.08,,319,129.6,17.6,17.7,2.9,18.2,,,,,,,,,,,,,,,,,RUS,55.83,39,,1972,,,80436,"Molchanov, 1974"
5425,"Betula pendula, B. pubescens",124,100-Bi,,Natural,14,79,2.5,7.3,2150,,,,11.5,,35.8,1.2,6.4,,,,,,,,,,,,,,,,,DEN,61.1,-45.97,127.5,1972,,,51113,"Elkington, Jones, 1974"
8979,Betula kusmisscheffii,124,100-Bi,,Natural,12,80,5,2.6,8250,,,,8,,10.8,1.2,8.33,,,,,,,,,,,,,,,,,RUS,67.67,34,500,1969,,,80608,"Chepurko, 1971, 1972"
8907,"Betula pendula, B. pubescens",124,100-Bi,,Natural,8,84,20.6,20.3,843,1.14,,258,133.5,12.7,16.4,7.57,31.8,,,,,,,,,,,,,,,,,RUS,61.5,34.52,,1976,,,80608,"Kazimirov et al., 1978"
8976,Betula tortuosa,124,100-Bi,,Natural,12,85,3.5,4.5,4650,0.95,,14.8,7.39,,1.58,0.35,4.76,,,,,,,,,,,,,,,,,RUS,68.5,34,,1965,,,80608,"Manakov, 1967, 1970a,b"
3238,"Betula pendula, B. pubescens",124,100-Bi,,Natural,12,90,6,5,1870,0.34,,11.6,7.17,,1.25,0.28,32.6,,,,,,,,,,,,,,,,,RUS,70,90,,1983,,,81111,"Deyeva, 1985, 1987"
8963,"Betula pendula, B. pubescens",124,100-Bi,,Natural,6,91,25.3,23.2,726,1.05,,344,147.7,20.1,26.2,3.98,17.7,,,,,,,,,,,,,,,,,RUS,55.83,39,,1972,,,80436,"Molchanov, 1974"
6480,Betula platyphylla,124,100-Bi,,Natural,8,100,20,20,500,0.45,,97.1,49.6,,12.6,2.78,8.58,,,,,,,,,,,,,,,,,CHN,52.5,124.5,650,1986,,,80505,"Xu et al., 1988"
3246,Betula costata,124,100-Bi,,Natural,8,120,24.2,37.5,155,0.88,,251,122.2,,44.6,1.37,26,,,,,,,,,,,,,,,,,RUS,44.2,134,,1968,,,80443,"Tarankov et al., 1970"
9095,Betula costata,124,100-Bi,,Natural,8,120,24.9,37,283,1.48,,438,211.5,,42,2.38,46,,,,,,,,,,,,,,,,,RUS,46.5,134,,1968,,,80426,"Tarankov et al., 1970"
10123,Castanopsis cuspidata,180,100-Chi,,Natural,,11,5.2,2.6,42000,,,84.6,42.6,,6.4,7.4,9.8,,,,,,,,,,,,,,,,,JPN,32.83,130.67,80,1960,,,80440,"Tadaki et al., 1962; Tadaki, 1965b, 1968b"
10124,Castanopsis cuspidata,180,100-Chi,,Natural,,14,5.5,3.9,24667,,,123,58.7,,13.4,8.4,13.7,,,,,,,,,,,,,,,,,JPN,32.83,130.67,80,1960,,,80440,"Tadaki et al., 1962; Tadaki, 1965b, 1968b"
9954,Abies veitchii,103,100-Fi,,Natural,,4,0.46,0.66,1000000,,,12.2,4.9,,2.2,5.5,4.3,,,,,,,,,,,,,,,,,JPN,35.5,138.67,1450,1968,,,80441,"Tadaki et al., 1967a, 1970"
9955,Abies veitchii,103,100-Fi,,Natural,,5,0.69,1,630000,,,25.8,9.3,,3.5,7.3,6.1,,,,,,,,,,,,,,,,,JPN,35.5,138.67,1450,1968,,,80441,"Tadaki et al., 1967a, 1970"
9956,Abies veitchii,103,100-Fi,,Natural,9,20,4.5,4.3,19500,,,114,45.7,,8.67,13.95,16.3,,,,,,,,,,,,,,,,,JPN,35.5,138.67,1450,1968,,,80441,"Tadaki et al., 1967a, 1970"
9957,Abies veitchii,103,100-Fi,,Natural,7,23,8.5,13.1,2076,,,138,45,,17,21.3,25.9,,,,,,,,,,,,,,,,,JPN,35.5,138.67,1450,1968,,,80441,"Tadaki et al., 1967a, 1970"
9958,Abies veitchii,103,100-Fi,,Natural,9,25,5.3,5.5,12106,,,117,42.1,,13.6,18.3,17.5,,,,,,,,,,,,,,,,,JPN,35.5,138.67,1450,1968,,,80441,"Tadaki et al., 1967a, 1970"
9959,Abies veitchii,103,100-Fi,,Natural,9,43,10.1,12.8,3814,,,341,129.2,,16.9,13.3,40.6,,,,,,,,,,,,,,,,,JPN,35.5,138.67,1450,1968,,,80441,"Tadaki et al., 1967a, 1970"
7663,Abies sibirica,103,100-Fi,,Natural,9,50,9,8,3897,,,107,43.9,6.94,14.17,13.2,18.1,,,,,,,,,,,,,,,,,RUS,57,93,,2005,,,80611,"Koshurnikova, 2007"
9446,Abies alba,103,100-Fi,,Natural,6,55,21.3,21.2,1096,,,323,140.2,,10.7,10.1,41.1,,,,,,,,,,,,,,,,,UKR,49.5,23,525,1984,,,80504,"Odinak et al., 1986"
9960,Abies veitchii,103,100-Fi,,Natural,10,55,6.8,7.6,9700,,,285,107.6,,15.5,17.6,36.9,,,,,,,,,,,,,,,,,JPN,35.5,138.67,1450,1968,,,80441,"Tadaki et al., 1967a, 1970"
9447,Abies alba,103,100-Fi,,Natural,5,60,24.9,24.7,826,,,506,230.4,,20.9,11.3,59.5,,,,,,,,,,,,,,,,,UKR,49.5,23,525,1984,,,80504,"Odinak et al., 1986"
9935,Abies veitchii,103,100-Fi,,Natural,10,70,11,13,4625,,,400,154,,28,21,55,,,,,,,,,,,,,,,,,JPN,36.5,138,2250,1961,,,80511,"Kimura, 1963"
9961,Abies veitchii,103,100-Fi,,Natural,9,75,13.6,15.5,3179,,,516,190.2,,15.7,16.7,61.8,,,,,,,,,,,,,,,,,JPN,35.5,138.67,1450,1968,,,80441,"Tadaki et al., 1967a, 1970"
7714,Abies sibirica,103,100-Fi,,Natural,8,86,19.8,20.6,650,,,244,78.2,11.5,13,9.22,20.5,,,,,,,,,,,,,,,,,RUS,54,95,1000,1977,,,80601,"Kuzikov, 1979 a,b"
7709,Abies sibirica,103,100-Fi,,Natural,8,88,20.8,21.3,703,,,260,82.2,11.1,13.6,9.85,19.8,,,,,,,,,,,,,,,,,RUS,52,89,850,1977,,,80519,"Kuzikov, 1979 a,b"
9962,Abies veitchii,103,100-Fi,,Natural,9,90,16.3,24,1204,,,568,205.7,,32.3,18.8,54.2,,,,,,,,,,,,,,,,,JPN,35.5,138.67,1450,1968,,,80441,"Tadaki et al., 1967a, 1970"
9656,Carpinus betulus,113,100-Hb,,Natural,6,36,13.6,9.6,5235,,,158,105.4,,21.3,2.87,34.5,,,,,,,,,,,,,,,,,UKR,49.17,23.83,,1985,,,80504,"Odinak et al., 1987"
9658,Carpinus betulus,113,100-Hb,,Natural,7,46,17,15,1165,,,278,174.2,,41.3,6.35,57.8,,,,,,,,,,,,,,,,,UKR,45,35,463,1958,,,80416,"Dzens-Litovskaya, 1960"
9657,Carpinus betulus,113,100-Hb,,Natural,6,50,17.6,13.5,3412,,,143,100.4,,21,2.68,30.3,,,,,,,,,,,,,,,,,UKR,49.17,23.83,,1985,,,80504,"Odinak et al., 1987"
9401,Carpinus betulus,113,100-Hb,,Natural,7,60,19,21.1,733,,,176,114.7,14.3,42.8,3.42,75.1,,,,,,,,,,,,,,,,,SVK,48.18,17.9,209,1979,,,80431,"DeAngelis et al., 1981"
10284,Tsuga sieboldii,180,100-He,,Natural,,443,24,43.4,475,,,793,347.1,,91.8,7.8,136.6,,,,,,,,,,,,,,,,,JPN,33.33,133,720,1975,,,80441,"Ando et al., 1977"
5160,Ilex aquifolium,180,100-Ho,,Natural,,80,9,,3100,,,,39.6,,15.7,4.1,22.6,,,,,,,,,,,,,,,,,GBR,51.17,-0.88,,1957,,,80421,"Peterken, Newbould, 1966"
7363,Larix sibirica,104,100-La,,Natural,,10,,,4185,,,3.3,1.54,,1.02,0.71,0.79,,,,,,,,,,,,,,,,,RUS,54,90.33,,1977,,,80817,"Safronova, Nipa, 1979"
5915,Larix Principis-Rupprechtii,104,100-La,,Natural,,16,,11.3,1550,,,44.2,15.7,3.23,10,1.01,9.58,,,,,,,,,,,,,,,,,CHN,37.17,100.65,2810,1991,,,81002,"Zhu et al., 1993"
7364,Larix sibirica,104,100-La,,Natural,,16,,,4100,,,26,11.55,,7.96,2.7,7.74,,,,,,,,,,,,,,,,,RUS,54,90.33,,1977,,,80817,"Safronova, Nipa, 1979"
7293,Larix sukaczewii,104,100-La,,Natural,5,20,9.8,4.3,10200,,,46.2,22.2,8.75,5.7,2.08,12.4,,,,,,,,,,,,,,,,,RUS,64,40,,1969,,,80608,"Molchanov, 1971"
5912,Larix Principis-Rupprechtii,104,100-La,,Natural,4,22,13.5,12.9,2178,,,142,64,,11.6,4.92,16.3,,,,,,,,,,,,,,,,,CHN,37.83,111.5,1720,1989,,,80411,"Chen et al., 1991"
7362,Larix sibirica,104,100-La,,Natural,7,25,8.9,7.5,4340,,,123,57.9,8.1,6.5,2.2,16.6,,,,,,,,,,,,,,,,,RUS,56.22,92.32,,1998,,,80817,"Vedrova et al., 2000"
5863,Larix gmelinii,104,100-La,,Natural,6,26,9.9,10.3,1328,,,65.3,26.58,5.06,2.82,1.61,8.37,,,,,,,,,,,,,,,,,CHN,50.67,121.83,800,1987,,,80505,"Cheng, Li, 1989"
5864,Larix gmelinii,104,100-La,,Natural,6,26,11.2,10.2,2083,,,99.5,59.19,9.31,4.55,1.96,13.3,,,,,,,,,,,,,,,,,CHN,50.67,121.83,800,1987,,,80505,"Cheng, Li, 1989"
5877,Larix gmelinii,104,100-La,,Natural,,28,,,2050,,,92.6,59.6,6.22,3,1.83,23.2,,,,,,,,,,,,,,,,,CHN,49.8,123.25,,1999,,,80505,"Shi, Matsuura, 2001; Shi et al., 2002"
5880,Larix gmelinii,104,100-La,,Natural,,32,,,2050,,,93.1,59.9,5.97,2.66,1.78,23.1,,,,,,,,,,,,,,,,,CHN,49.8,123.25,,1999,,,80505,"Shi, Matsuura, 2001; Shi et al., 2002"
5886,Larix gmelinii,104,100-La,,Natural,,34,,,2050,,,76.1,49,3.93,2.62,1.08,19,,,,,,,,,,,,,,,,,CHN,49.8,123.25,,1999,,,80505,"Shi, Matsuura, 2001; Shi et al., 2002"
5883,Larix gmelinii,104,100-La,,Natural,,34,,,2050,,,109,70,7.29,3.27,2.17,27.1,,,,,,,,,,,,,,,,,CHN,49.8,123.25,,1999,,,80505,"Shi, Matsuura, 2001; Shi et al., 2002"
5914,Larix Principis-Rupprechtii,104,100-La,,Natural,5,35,15.8,14.7,2670,,,227,144.6,,14.25,4.1,28.7,,,,,,,,,,,,,,,,,CHN,37.83,111.5,2260,1989,,,80411,"Chen et al., 1991"
9765,Larix decidua,104,100-La,,Natural,5,36,16.4,14.6,959,,,100,48.7,5.89,4.8,0.96,8.93,,,,,,,,,,,,,,,,,CZE,49.32,16.67,470,1980,,,80412,"Vyskot, 1982"
5913,Larix Principis-Rupprechtii,104,100-La,,Natural,5,36,19.8,16.1,1630,,,284,143.9,,11.7,3.74,24.7,,,,,,,,,,,,,,,,,CHN,37.83,111.5,2000,1989,,,80411,"Chen et al., 1991"
